Country Code,Country Name,F65,Indicator Code,Indicator Name,Number of Records,Year,Value
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2012,3151.448242188
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2012,39631.216765293
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2012,37910
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2012,80.904878049
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,2012,63700215
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2012,8440.995117188
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2012,8440.995117188
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2012,50103.544185711
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2012,53110
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2012,78.741463415
USA,United States,,SP.POP.TOTL,"Population, total",1,2012,313830990
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2013,52765.027511111
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2013,44760
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2013,5838.413574219
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2013,4179.10546875
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2013,82.148780488
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2013,23128129
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2013,48762.214156845
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2013,43620
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2013,5345.318359375
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2013,4497.216308594
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2013,81.748780488
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2013,35082954
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2014,44399.705334155
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2014,43230
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2014,5392.350097656
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2014,4962.366210938
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2014,81.348780488
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,2014,4657740
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2015,53974.235108087
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2015,45330
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2015,4887.80078125
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2015,4413.673339844
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2015,82.4
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2015,23815995
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2015,49647.654729389
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2015,43990
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2015,4539.139648438
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2015,4652.231933594
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2015,81.9
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2015,35702908
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2016,54461.441088334
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2016,46190
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2016,4999.810546875
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2016,4634.654296875
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2016,82.448780488
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2016,24190907
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2017,54585.693410295
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2017,48280
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2017,5331.817871094
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2017,4816.153808594
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2017,82.5
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2017,24601860
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2017,50693.772256634
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2017,46260
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2017,4754.947753906
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2017,4928.627929688
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2017,81.948780488
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2017,36543321
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2018,55078.307087739
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2018,50050
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2018,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2018,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2018,82.748780488
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2018,24982688
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2018,50863.807871335
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2018,47590
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2018,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2018,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2018,81.948780488
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2018,37057765
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2019,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2019,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2019,
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2019,
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2019,
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2019,
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2019,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2019,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2019,
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2019,
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2019,
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2019,
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2019,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2019,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2019,
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2019,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2019,
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,2019,
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2019,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2019,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2019,
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2019,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2019,
USA,United States,,SP.POP.TOTL,"Population, total",1,2019,
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1992,13910
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1992,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1992,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1992,75.180951220
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1992,3558430
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,44622.161590214
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,19700
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,75.116829268
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1993,5188628
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,32856.681969089
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,19270
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,77.3
FRA,France,,SP.POP.TOTL,"Population, total",1,1993,59106768
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,33929.982677274
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,21900
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,75.870731707
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1993,81156363
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,21177.120464180
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,21970
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,78.031707317
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1993,5901000
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,22150
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,78.934634146
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1993,263725
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,14620
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,75.336121951
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1993,3576261
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,28520.768648661
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,18850
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,76.385365854
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1993,57718614
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,36820.454144588
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,25910
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,75.419512195
USA,United States,,SP.POP.TOTL,"Population, total",1,1993,259919000
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,15800
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,75.476804878
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1994,3590386
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,38032.314044481
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,22510
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,77.375121951
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1994,15382838
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,67066.913650268
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,22610
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,77.689756098
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1994,4336613
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,28386.261086006
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,31490
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,76.197560976
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1994,3419048
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,48282.417243028
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,22250
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,75.212682927
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1995,5233373
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,34038.361774173
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,20810
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,77.751219512
FRA,France,,SP.POP.TOTL,"Population, total",1,1995,59541899
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,34739.386369099
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,23500
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,76.421951220
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1995,81678051
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,22104.542430178
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,23910
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,78.682926829
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1995,6156100
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,23530
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,77.984390244
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1995,267468
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1996,37809.406636415
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1996,21190
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1996,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1996,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1996,78.078048780
